idea title,idea description,skills,difficulty,duration,organization,ideas_link,logo,duration_length
Slips # 1 : ML Detection,"It is necessary to plan and design an anomaly detection schema that would use DNS, TLS, HTTP, ASN, and the time of the requests. Then, it is necessary to combine them in a multi-modal system. This task requires good training/testing before deploying. Additionally, it should also allow the users to retrain with their own traffic (like now with the MLflow module).","['Machine learning experience', ' Python', ' communication', ' a basic understanding of networking data.']",Medium,12 weeks,"Stratosphere Laboratory, Czech Technical University in Prague",https://github.com/stratosphereips/Google-Summer-of-Code/blob/main/list_of_ideas.md,https://summerofcode.withgoogle.com/media/org/stratosphere-laboratory-czech-technical-university-in-prague/94v2dwoajljheoba-360.png,8
Slips # 2 Better Installation,"Slips has grown into a sizable project with many dependencies, including libraries and tools such as Zeek and tensorflow framework. Due to its complexity, it is currently not easy for users to install Slips. This project involves analyzing Slips and determining the best way to publish it to a known package management system.","['Snapcraft or Debian packaging', ' communication']",Medium,8 weeks,"Stratosphere Laboratory, Czech Technical University in Prague",https://github.com/stratosphereips/Google-Summer-of-Code/blob/main/list_of_ideas.md,https://summerofcode.withgoogle.com/media/org/stratosphere-laboratory-czech-technical-university-in-prague/94v2dwoajljheoba-360.png,7
Slips # 3 Slips Global P2P Threat Intelligence,"We already designed a complex global P2P system and trust model for Slips. This project involves first implementing the servers and infrastructure for the global P2P network in the world. Second, implementing both systems inside Slips so it can use the global P2P system for sharing TI. Iris is the Global P2P system. And Fides is the global trust model.","['Python', ' Communication']",Hard,16 weeks,"Stratosphere Laboratory, Czech Technical University in Prague",https://github.com/stratosphereips/Google-Summer-of-Code/blob/main/list_of_ideas.md,https://summerofcode.withgoogle.com/media/org/stratosphere-laboratory-czech-technical-university-in-prague/94v2dwoajljheoba-360.png,8
Slips # 4 Codebase Enhancement through Unit Testing,Identify core functionality and add unit testing to make the codebase more robust and improve existing unit tests.,"['Python', ' Unit Testing', ' CI/CD']",Easy,6 weeks,"Stratosphere Laboratory, Czech Technical University in Prague",https://github.com/stratosphereips/Google-Summer-of-Code/blob/main/list_of_ideas.md,https://summerofcode.withgoogle.com/media/org/stratosphere-laboratory-czech-technical-university-in-prague/94v2dwoajljheoba-360.png,7
AI VPN # 1 CLI Management Console with Textual,"We want to design and implement a new management CLI that allows admins to check the status of the AI VPN: users provisioned, ongoing activity, be able to provision and expire profiles, etc. We want this CLI to be developed using Textual. The data of the modules is stored in Redis, and there are already some functions implemented to retrieve that data.","['Python', ' UI', ' Communication']",Medium,10 weeks,"Stratosphere Laboratory, Czech Technical University in Prague",https://github.com/stratosphereips/Google-Summer-of-Code/blob/main/list_of_ideas.md,https://summerofcode.withgoogle.com/media/org/stratosphere-laboratory-czech-technical-university-in-prague/94v2dwoajljheoba-360.png,8
AI VPN # 2 Codebase Enhancement through Unit Testing,"The objective is to strengthen the AI VPN codebase, ensuring it is more robust and resilient. We want this to help enhance the CI/CD process to make the process of integrating community contributions better. This project consists of designing and prioritizing the implementation of comprehensive Unit Tests throughout the codebase, improving its test coverage.","['Python', ' Unit Testing', ' CI/CD']",Medium,8 weeks,"Stratosphere Laboratory, Czech Technical University in Prague",https://github.com/stratosphereips/Google-Summer-of-Code/blob/main/list_of_ideas.md,https://summerofcode.withgoogle.com/media/org/stratosphere-laboratory-czech-technical-university-in-prague/94v2dwoajljheoba-360.png,7
AI VPN # 3 Improve the AI VPN report of results,"The current AI VPN report has a lot of room for improvement. We want to discuss, design, evaluate, and implement how to do this better. Specifically, we want to communicate the results better and show the value of the AI VPN framework.","['UI', ' bash', ' web design (would be nice)', ' communication']",Hard,14 weeks,"Stratosphere Laboratory, Czech Technical University in Prague",https://github.com/stratosphereips/Google-Summer-of-Code/blob/main/list_of_ideas.md,https://summerofcode.withgoogle.com/media/org/stratosphere-laboratory-czech-technical-university-in-prague/94v2dwoajljheoba-360.png,8
AI VPN # 4 System Audit and Internal Report,"Most features of the AI VPN focus on the clients, however, the administrators of the AI VPN also need to know and report the usage of the tool. How much is it used? How much traffic? How many incidents? Etc. This task involves putting yourself in the role of the admin, developing a report generator that would gather all sorts of valuable metrics, and creating a report that can be read and shared by the admin with interested stakeholders.","['Python', ' Communication', ' Redis', ' UI']",Hard,12 weeks,"Stratosphere Laboratory, Czech Technical University in Prague",https://github.com/stratosphereips/Google-Summer-of-Code/blob/main/list_of_ideas.md,https://summerofcode.withgoogle.com/media/org/stratosphere-laboratory-czech-technical-university-in-prague/94v2dwoajljheoba-360.png,8
Randomized SDP solver,Research and Development project for developing a Randomized SDP solver in C++/R,"['Mathematical background', ' C++', ' R']",Large,350 hours,GeomScale,https://github.com/GeomScale/gsoc24/wiki/table-of-proposed-coding-projects,https://summerofcode.withgoogle.com/media/org/geomscale/ongpste986nd7t6p-360.png,9
More efficient volume computation,Research and Development project for improving volume computation in C++,"['Mathematical background', ' C++']",Large,350 hours,GeomScale,https://github.com/GeomScale/gsoc24/wiki/table-of-proposed-coding-projects,https://summerofcode.withgoogle.com/media/org/geomscale/ongpste986nd7t6p-360.png,9
Exclude Lpsolve from R and C++ interfaces of volesti,Development project to exclude Lpsolve from interfaces of volesti in C++/R,"['C++', ' R']",Medium,175 hours,GeomScale,https://github.com/GeomScale/gsoc24/wiki/table-of-proposed-coding-projects,https://summerofcode.withgoogle.com/media/org/geomscale/ongpste986nd7t6p-360.png,9
Randomized geometric tools for anomaly detection in stock markets,Development project for creating randomized geometric tools for anomaly detection in stock markets in C++/R,"['C++', ' R']",Medium,175 hours,GeomScale,https://github.com/GeomScale/gsoc24/wiki/table-of-proposed-coding-projects,https://summerofcode.withgoogle.com/media/org/geomscale/ongpste986nd7t6p-360.png,9
Leveraging the increased statistical value of flux sampling,Research and Development project for leveraging statistical value of flux sampling in Python,"['Python', ' statistical analysis']",Large,350 hours,GeomScale,https://github.com/GeomScale/gsoc24/wiki/table-of-proposed-coding-projects,https://summerofcode.withgoogle.com/media/org/geomscale/ongpste986nd7t6p-360.png,9
Metabolic interactions inference using community flux sampling,Research and Development project for inferring metabolic interactions using community flux sampling in Python,"['Python', ' metabolic analysis']",Large,350 hours,GeomScale,https://github.com/GeomScale/gsoc24/wiki/table-of-proposed-coding-projects,https://summerofcode.withgoogle.com/media/org/geomscale/ongpste986nd7t6p-360.png,9
Machine Learning and Optimization for Finance: Index Replication,Research and Development project for applying Machine Learning and Optimization in Finance for Index Replication in Python/R,"['Python', ' R', ' Machine Learning', ' Finance']",Large,350 hours,GeomScale,https://github.com/GeomScale/gsoc24/wiki/table-of-proposed-coding-projects,https://summerofcode.withgoogle.com/media/org/geomscale/ongpste986nd7t6p-360.png,9
Modernize Linear Program solver interface in dingo,Development project for modernizing Linear Program solver interface in dingo in Python,"['Python', ' Linear Programming']",Medium,175 hours,GeomScale,https://github.com/GeomScale/gsoc24/wiki/table-of-proposed-coding-projects,https://summerofcode.withgoogle.com/media/org/geomscale/ongpste986nd7t6p-360.png,9
Improve the Cpp implementation of rounding method in volesti library,Development project for improving C++ implementation of rounding method in volesti library,"['C++', ' algorithm optimization']",Medium,175 hours,GeomScale,https://github.com/GeomScale/gsoc24/wiki/table-of-proposed-coding-projects,https://summerofcode.withgoogle.com/media/org/geomscale/ongpste986nd7t6p-360.png,9
Develop a new rounding method for convex polytopes,Development project for developing a new rounding method for convex polytopes in C++,"['C++', ' algorithm design']",Medium,175 hours,GeomScale,https://github.com/GeomScale/gsoc24/wiki/table-of-proposed-coding-projects,https://summerofcode.withgoogle.com/media/org/geomscale/ongpste986nd7t6p-360.png,9
Partitioning the computational load of Apothesis into threads,Development project for partitioning computational load of Apothesis into threads in C++,"['C++', ' multithreading']",Medium,175 hours,GeomScale,https://github.com/GeomScale/gsoc24/wiki/table-of-proposed-coding-projects,https://summerofcode.withgoogle.com/media/org/geomscale/ongpste986nd7t6p-360.png,9
Counting linear extensions with volume computation,Research and Development project for counting linear extensions with volume computation in C++,"['Mathematical background', ' C++']",Large,350 hours,GeomScale,https://github.com/GeomScale/gsoc24/wiki/table-of-proposed-coding-projects,https://summerofcode.withgoogle.com/media/org/geomscale/ongpste986nd7t6p-360.png,9
Expose sampling and volume on spectrahedra to R interface of volesti,Development project for exposing sampling and volume on spectrahedra to R interface of volesti,"['R', ' Rcpp']",Medium,175 hours,GeomScale,https://github.com/GeomScale/gsoc24/wiki/table-of-proposed-coding-projects,https://summerofcode.withgoogle.com/media/org/geomscale/ongpste986nd7t6p-360.png,9
Expose autodiff to R interface of volesti,Development project for exposing autodiff to R interface of volesti,"['R', ' Rcpp']",Medium,175 hours,GeomScale,https://github.com/GeomScale/gsoc24/wiki/table-of-proposed-coding-projects,https://summerofcode.withgoogle.com/media/org/geomscale/ongpste986nd7t6p-360.png,9
Improve sampling routines for Correlation matrices and R interface,Development project for improving sampling routines for Correlation matrices and R interface in C++,"['C++', ' R']",Small,90 hours,GeomScale,https://github.com/GeomScale/gsoc24/wiki/table-of-proposed-coding-projects,https://summerofcode.withgoogle.com/media/org/geomscale/ongpste986nd7t6p-360.png,8
Triplestore Abstraction Layer,Develop a library that acts as an abstraction layer for various triplestore alternatives,"['Python', ' RDF', ' SPARQL', ' OWL']",Medium,350 hours,Open Technologies Alliance - GFOSS,https://ellak.gr/wiki/index.php?title=Google_Summer_of_Code_2024_proposed_ideas,https://summerofcode.withgoogle.com/media/org/open-technologies-alliance-gfoss/kiyijull8pfdypve-360.png,9
